run_timestamp,job_display_name,job_id,model_id,total_job_seconds,tokens_per_sec,setup_to_checkpoint_seconds,checkpoint_to_infer_done_seconds,infer_done_to_upload_seconds,sample_time_seconds_min,sample_time_seconds_max,sample_time_seconds_mean,sample_time_seconds_std,total_samples_timed,output_tokens_min,output_tokens_max,output_tokens_mean,output_tokens_std,output_tokens_total,output_tokens_n_samples,input_tokens_min,input_tokens_max,input_tokens_mean,input_tokens_std,input_tokens_text_only_fallback,cpu_utilization_min,cpu_utilization_max,cpu_utilization_mean,cpu_utilization_std,gpu_utilization_min,gpu_utilization_max,gpu_utilization_mean,gpu_utilization_std,gpu_memory_min,gpu_memory_max,gpu_memory_mean,gpu_memory_std
2026-07-08T05:17:01.980712+00:00,infer-gs:--electric-bill-dataset-gcs-output-model--202606241,8170502516962754560,gs://electric-bill-dataset-gcs/output/model/v0-20260623-161620/,2805.0,19.68640683460409,33.800447,2627.599868,2.400147,13.0,17.0,15.323170731707316,0.7803687028027833,164,292.0,343.0,313.5030303030303,12.049707272905763,51728.0,165,425.0,478.0,447.95757575757574,12.663166110465049,True,0.02201470860301665,0.3242231933160786,0.11911179804932016,0.04548765315430431,0.0,0.44,0.3595652173913043,0.12379781064544282,0.0151580810546875,0.40848846435546876,0.3707551022793382,0.11222838284764798
